model_family,spec,feature_spec_role,grid_order,params_json,cv_mean_mae,cv_std_mae,cv_mean_rmse,cv_std_rmse,cv_mean_r2,cv_std_r2,n_estimators,max_depth,min_samples_leaf
random_forest,macro_only,RQ1_macro_baseline,12,"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 1}",0.011689613979393254,0.0042697280608373495,0.014902984020746772,0.004972906338630989,-0.069473816190239,0.08729867291187587,300,4,1
random_forest,macro_only,RQ1_macro_baseline,3,"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 1}",0.011698638092629216,0.004268019237655627,0.014922140424623073,0.0049597506596101276,-0.07252446510992565,0.081596147710736,100,4,1
random_forest,macro_only,RQ1_macro_baseline,11,"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 3}",0.011812458806274358,0.004228691964900534,0.015054140211843092,0.004904496453119785,-0.09646433433664943,0.1217515236441314,300,4,3
random_forest,macro_only,RQ1_macro_baseline,10,"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 5}",0.011859243007154983,0.0042566467342453895,0.015106616218225441,0.004916554187148777,-0.10431155186331746,0.12332803194246866,300,4,5
random_forest,macro_only,RQ1_macro_baseline,2,"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 3}",0.011908466917156352,0.0041934310091603965,0.015176709760931717,0.004847821171521773,-0.11916104501321234,0.1533337128266459,100,4,3
random_forest,macro_only,RQ1_macro_baseline,1,"{""n_estimators"": 100, ""max_depth"": 4, ""min_samples_leaf"": 5}",0.011940167339966402,0.004249474632373403,0.015196460953179202,0.004908739452337174,-0.11941310998964798,0.13818280419142998,100,4,5
random_forest,macro_only,RQ1_macro_baseline,15,"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 1}",0.012269047182025363,0.00416365252622446,0.015547934877319087,0.004806131874029449,-0.1797677991219131,0.16739721918501108,300,6,1
random_forest,macro_only,RQ1_macro_baseline,6,"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 1}",0.012294798724802746,0.004160438556879152,0.015574820780547604,0.004809594803937535,-0.18308727835943114,0.15549519295516936,100,6,1
random_forest,macro_only,RQ1_macro_baseline,13,"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 5}",0.012382331972675362,0.00422897945782651,0.01572727984677635,0.004832072031042507,-0.21081828464609242,0.20558611987449946,300,6,5
random_forest,macro_only,RQ1_macro_baseline,14,"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 3}",0.012380525152094325,0.0041797230780858405,0.015742937563987015,0.0047775321109058974,-0.2151190135596217,0.207594684112465,300,6,3
random_forest,macro_only,RQ1_macro_baseline,4,"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 5}",0.012453121927338372,0.004294399915306514,0.015809768591159706,0.004904042466804025,-0.22174580457791068,0.20289147319912904,100,6,5
random_forest,macro_only,RQ1_macro_baseline,5,"{""n_estimators"": 100, ""max_depth"": 6, ""min_samples_leaf"": 3}",0.012522679080836874,0.00415484989883317,0.01590584213510132,0.004735159346677594,-0.24517605293776282,0.23409500546380482,100,6,3
random_forest,macro_only,RQ1_macro_baseline,16,"{""n_estimators"": 300, ""max_depth"": 8, ""min_samples_leaf"": 5}",0.012909453475683022,0.00422239901020532,0.016346253497929477,0.004818550655916917,-0.31993846237502627,0.2804301727516099,300,8,5
random_forest,macro_only,RQ1_macro_baseline,7,"{""n_estimators"": 100, ""max_depth"": 8, ""min_samples_leaf"": 5}",0.013009545443406443,0.0043248318468728396,0.016463221732103867,0.004944756759328633,-0.3352439851452562,0.27645098240051597,100,8,5
random_forest,macro_only,RQ1_macro_baseline,17,"{""n_estimators"": 300, ""max_depth"": 8, ""min_samples_leaf"": 3}",0.01304392521409036,0.004189420210315374,0.016513761567353128,0.004840266209927312,-0.34419792955168965,0.2492026722677848,300,8,3
random_forest,macro_only,RQ1_macro_baseline,18,"{""n_estimators"": 300, ""max_depth"": 8, ""min_samples_leaf"": 1}",0.013149849125086733,0.004116135386924787,0.01651597576238122,0.004808226786830368,-0.343101480784523,0.2222373522385241,300,8,1
random_forest,macro_only,RQ1_macro_baseline,9,"{""n_estimators"": 100, ""max_depth"": 8, ""min_samples_leaf"": 1}",0.01311294149155747,0.0042965699366924485,0.016532687409532513,0.00497279263654083,-0.3393875555716995,0.20439780219044812,100,8,1
random_forest,macro_only,RQ1_macro_baseline,8,"{""n_estimators"": 100, ""max_depth"": 8, ""min_samples_leaf"": 3}",0.01318191237868834,0.004279058680421234,0.0166985126807272,0.0049007851042820495,-0.3757888019694111,0.27050487499031567,100,8,3
